left_elbow_angle,right_elbow_angle,label,source
164.66876,169.08432,pullup_down,110
175.15276,169.31319,pullup_down,110
157.65497,170.84084,pullup_down,110
160.69682,162.64603,pullup_down,110
169.32483,160.8228,pullup_down,110
45.163723,101.5992,pullup_up,110
164.19408,152.03415,pullup_down,110
71.3335,58.129223,pullup_up,110
165.5469,160.75189,pullup_down,110
162.98735,151.63016,pullup_down,110
161.6274,148.08615,pullup_down,110
150.93964,153.64,pullup_down,110
160.98944,151.14445,pullup_down,110
157.26814,145.35226,pullup_down,110
155.78629,144.78763,pullup_down,110
88.117546,87.41492,pullup_up,110
89.96819,99.957214,pullup_up,110
149.21242,152.84319,pullup_down,110
152.14938,154.01839,pullup_down,110
156.27068,155.9892,pullup_down,110
158.40498,157.19199,pullup_down,110
161.42007,159.9423,pullup_down,110
161.67953,164.1884,pullup_down,110
166.33765,165.6942,pullup_down,110
168.77419,166.24152,pullup_down,110
169.12239,170.01575,pullup_down,110
170.93808,168.80754,pullup_down,110
171.9785,169.21864,pullup_down,110
172.42108,165.46706,pullup_down,110
172.78029,165.06013,pullup_down,110
173.2441,160.59181,pullup_down,110
171.08717,161.56453,pullup_down,110
173.38641,159.91153,pullup_down,110
172.7774,166.09712,pullup_down,110
171.16713,164.8222,pullup_down,110
168.10432,163.16248,pullup_down,110
167.9331,160.5068,pullup_down,110
167.49377,164.83234,pullup_down,110
171.77037,160.17648,pullup_down,110
174.86656,157.45695,pullup_down,110
175.57486,159.86139,pullup_down,110
174.29599,162.3672,pullup_down,110
175.86629,162.94531,pullup_down,110
176.06985,160.25629,pullup_down,110
175.26321,165.4778,pullup_down,110
175.56879,162.78091,pullup_down,110
175.62103,162.58557,pullup_down,110
176.24991,165.12372,pullup_down,110
176.03113,164.59752,pullup_down,110
175.51807,165.05318,pullup_down,110
176.29794,164.82092,pullup_down,110
176.28336,163.6213,pullup_down,110
176.19583,162.76466,pullup_down,110
176.69275,163.31682,pullup_down,110
177.00983,164.84752,pullup_down,110
174.94412,162.89084,pullup_down,110
173.78784,161.01582,pullup_down,110
175.92119,159.20828,pullup_down,110
175.90543,157.01534,pullup_down,110
174.35558,156.18298,pullup_down,110
175.2893,157.06102,pullup_down,110
174.6823,154.3702,pullup_down,110
174.50233,153.72865,pullup_down,110
174.86023,154.76009,pullup_down,110
