left_arm_angle,right_arm_angle,leg_spread_angle,label,source
26.89334,29.614328,12.18633,jack_in,4
30.516525,27.141264,16.093563,jack_in,4
22.727007,18.171015,14.955907,jack_in,4
12.671163,19.763176,18.152302,jack_in,4
9.792877,16.307587,23.350742,jack_in,4
14.654915,13.826198,17.379879,jack_in,4
17.682934,19.4437,17.373178,jack_in,4
22.263594,26.601873,20.311161,jack_in,4
29.452509,32.470676,17.62715,jack_in,4
27.903202,28.28268,19.412428,jack_in,4
20.435333,19.87725,16.618145,jack_in,4
23.18819,25.458998,14.214861,jack_in,4
26.610216,25.309357,17.612043,jack_in,4
24.804491,28.72417,21.855286,jack_in,4
17.945076,24.004452,19.575993,jack_in,4
21.99003,31.353022,16.75323,jack_in,4
30.621143,37.346104,17.64993,jack_in,4
10.787059,25.126339,12.105726,jack_in,5
7.421163,15.011794,17.209991,jack_in,5
6.3005486,22.088676,14.702408,jack_in,5
7.9943366,20.688358,14.083718,jack_in,5
9.903077,23.16786,15.040576,jack_in,5
12.847657,26.490583,13.508104,jack_in,5
14.246271,19.33463,13.5392685,jack_in,5
21.701345,27.576378,13.382335,jack_in,5
23.050158,20.226154,12.938691,jack_in,5
34.18704,18.99332,11.136092,jack_in,5
38.409527,28.533922,12.011091,jack_in,5
35.80118,30.406464,9.826112,jack_in,5
21.738083,19.172266,9.84059,jack_in,5
15.367581,22.295313,15.200223,jack_in,5
14.888058,25.727365,15.255806,jack_in,5
11.64334,22.174448,21.801527,jack_in,5
15.593082,26.057735,15.537376,jack_in,5
13.199245,17.295704,19.870008,jack_in,5
23.327288,12.9796715,11.41713,jack_in,5
22.466585,17.778206,11.100052,jack_in,5
34.48895,25.001806,14.194249,jack_in,5
17.89382,24.176971,11.298447,jack_in,5
37.439026,28.47878,10.769875,jack_in,5
22.827139,25.172913,13.180207,jack_in,5
22.50175,27.861906,10.672598,jack_in,5
15.678485,22.87887,12.080035,jack_in,5
16.537928,25.551056,12.675039,jack_in,5
20.45557,23.391499,10.763678,jack_in,5
27.016504,17.22447,10.240578,jack_in,5
