time,source,rep_number,feedback,note
14:04:20,../raw_videos/squat2.mp4,,,session_start
14:04:32,../raw_videos/squat2.mp4,1,Good depth!,rep_completed
14:04:32,../raw_videos/squat2.mp4,1,,session_end
